Server,Transactions
ieo2wlzsoax02/10.142.4.19/soa_server2,119045
Total,119045

Date,Time,Application,Service,No. of Requests,Min Time(ms),Max Time(ms),Avg Time(ms)
11/06/2019,07:30,SFDC,AccountManagement_V1_0.createAccount,2,6314,6657,6486
11/06/2019,07:30,THBS,CheckNumber_V1_0.checkNumber,2,11298,11425,11362
11/06/2019,07:30,THBS,Communication_V1_0.notifyCustomer,2,263,1931,1097
11/06/2019,07:30,THBS,ManagePrepaidCard_V1_0.cardEnquiryMobile,2,1429,3421,2425
11/06/2019,07:30,THBS,ManagePrepaidCard_V1_0.checkSaleStatus,3,1622,3222,2610
11/06/2019,07:30,THBS,ManagePrepaidCard_V1_0.depositToCard,4,1187,3627,1929
11/06/2019,07:30,THBS,ManagePrepaidCard_V1_0.validateCard,3,1613,4054,2726
11/06/2019,07:30,THBS,ProductOfferingQualification_V1_0_Stubs.checkProductOfferingQualification,4,3214,5375,4240
11/06/2019,07:30,THBS,ProductOfferingQualification_V1_0_Stubs.getProductOfferingQualification,3,5225,7277,5961
11/06/2019,07:30,THBS,WirelineManagement_V1_0.lineCapabilities,4,1242,3779,1969
11/06/2019,07:30,THBS,WirelineManagement_V1_0.lineOrderStatus,4,1305,3475,2142
11/06/2019,07:30,THBS,WirelineManagement_V1_0.orderFulfillment,2,5189,5259,5224
11/06/2019,07:30,UNKNOWN,CVFDocumentVerification_V1_0.cvfDocumentStatus,1,3158,3158,3158
11/06/2019,07:30,UNKNOWN,ManageAccount_1_0.getAccountDetails_2,3,11509,12332,12008
11/06/2019,07:30,UNKNOWN,ManageAddOn_1_0.addAddOn_2,2,8755,8791,8773
11/06/2019,07:30,UNKNOWN,ManageAddOn_1_0.checkAddOn_1,2,3581,3693,3637
11/06/2019,07:30,UNKNOWN,ManageAddOn_1_0.removeAddOn_2,2,4902,4957,4930
11/06/2019,07:30,UNKNOWN,O2IE_ManageBillDetails_1_0.getAllowanceUsageInfo_1,3,6021,16040,12476
11/06/2019,07:30,UNKNOWN,O2IE_ManageBillDetails_1_0.getBillDetails_1,2,1381,5966,3674
11/06/2019,07:30,UNKNOWN,O2IE_ManageBillDetails_1_0.getUnbilledAmount_1,3,499,617,558
11/06/2019,07:30,WorldPay,WorldPayNotification_V1_0.notify,3,1391,3493,2206
11/06/2019,07:30,crm,PaymentManagement_V1_0.payment,4,1107,2685,1524
11/06/2019,07:30,crm,PaymentManagement_V1_0.refund,1,1456,1456,1456
11/06/2019,07:30,nokia,ManageHandsetDetails_1_0_Stubs.trigger,4,164,1675,720
11/06/2019,07:30,soaag,ABOXManagement_V1_0.changeStatus,2,1172,1229,1200
11/06/2019,07:30,soaag,BalanceManagement_1_0.balanceTopUp,2,1698,2182,1940
11/06/2019,07:30,soaag,BillPaymentManagement_V1_0.billPayment,5,1930,4509,3572
11/06/2019,07:30,soaag,CreditVettingFraud_V1_0.cvfEligibityCheck,4,611,912,806
11/06/2019,07:30,soaag,CreditVettingFraud_V1_0.cvfEligibityStatus,5,4133,6315,5256
11/06/2019,07:30,soaag,CreditVettingFraud_V1_0.updateCreditDetails,3,1076,3139,1814
11/06/2019,07:30,soaag,CustomerCreation_V1_0.createAccount,2,1328,1364,1346
11/06/2019,07:30,soaag,IDMManagement_V1_0.getContacts,1,7331,7331,7331
11/06/2019,07:30,soaag,IDMManagement_V1_0.login,1,367,367,367
11/06/2019,07:30,soaag,ManageTopUp_1_0.getCurrentBalance_1,2,690,4937,2814
11/06/2019,07:30,soaag,ManageTopUp_1_0.getTopUpHistory_1,2,3465,3687,3576
11/06/2019,07:30,soaag,ManageTopUp_1_0.topUpBillContract_1,2,2691,3906,3298
11/06/2019,07:30,soaag,ManageTopUp_1_0.topUp_2,2,1225,5213,3219
11/06/2019,07:30,soaag,ManageUpgrade_1_0.getUpgradeEligibility,2,6247,7625,6936
