Server,Transactions
ieo2wlzsoax02/10.142.4.19/soa_server2,191368
Total,191368

Date,Time,Application,Service,No. of Requests,Min Time(ms),Max Time(ms),Avg Time(ms)
03/07/2019,19:45,SFDC,AccountManagement_V1_0.createAccount,15,6267,7088,6516
03/07/2019,19:45,THBS,CheckNumber_V1_0.checkNumber,38,627,3848,789
03/07/2019,19:45,THBS,Communication_V1_0.notifyCustomer,688,1034,4391,1080
03/07/2019,19:45,THBS,ManagePrepaidCard_V1_0.cardEnquiryMobile,35,1093,1154,1111
03/07/2019,19:45,THBS,ManagePrepaidCard_V1_0.checkSaleStatus,15,1062,1112,1086
03/07/2019,19:45,THBS,ManagePrepaidCard_V1_0.depositToCard,19,912,955,928
03/07/2019,19:45,THBS,ManagePrepaidCard_V1_0.merchantSale,17,775,1565,837
03/07/2019,19:45,THBS,ManagePrepaidCard_V1_0.validateCard,16,1877,1947,1901
03/07/2019,19:45,THBS,ProductOfferingQualification_V1_0_Stubs.checkProductOfferingQualification,13,3150,3636,3240
03/07/2019,19:45,THBS,ProductOfferingQualification_V1_0_Stubs.getProductOfferingQualification,49,3621,8000,4374
03/07/2019,19:45,THBS,WirelineManagement_V1_0.changeContract,2,4154,4165,4160
03/07/2019,19:45,THBS,WirelineManagement_V1_0.changeSubscriber,3,4173,4398,4255
03/07/2019,19:45,THBS,WirelineManagement_V1_0.createMemo,7,1100,1154,1119
03/07/2019,19:45,THBS,WirelineManagement_V1_0.lineCapabilities,3,1202,1652,1357
03/07/2019,19:45,THBS,WirelineManagement_V1_0.lineOrderStatus,1,1240,1240,1240
03/07/2019,19:45,THBS,WirelineManagement_V1_0.orderFulfillment,18,5150,5283,5181
03/07/2019,19:45,THBS,WirelineManagement_V1_0.updateSubscriberDetails,8,4145,4617,4277
03/07/2019,19:45,UNKNOWN,CVFDocumentVerification_V1_0.cvfDocumentStatus,117,3154,9891,3366
03/07/2019,19:45,UNKNOWN,ManageAccount_1_0.getAccountDetails_2,117,2747,8400,3205
03/07/2019,19:45,UNKNOWN,ManageAddOn_1_0.addAddOn_2,10,8874,20117,10640
03/07/2019,19:45,UNKNOWN,ManageAddOn_1_0.checkAddOn_1,10,3367,4096,3478
03/07/2019,19:45,UNKNOWN,ManageAddOn_1_0.removeAddOn_2,8,5589,7612,5942
03/07/2019,19:45,UNKNOWN,O2IE_ManageBillDetails_1_0.getAllowanceUsageInfo_1,10,699,817,744
