Server,Transactions
ieo2wlzsoax02/10.142.4.19/soa_server2,138664
Total,138664

Date,Time,Application,Service,No. of Requests,Min Time(ms),Max Time(ms),Avg Time(ms)
21/06/2019,04:45,soaag,AmountCharging_1_0.chargeAmount,2,223,283,253
21/06/2019,05:00,soaag,AmountCharging_1_0.refundAmount,2,280,339,310
21/06/2019,05:00,soaag,ReserveAmountCharging_1_0.reserveAmount,407,329,2069,380
21/06/2019,05:15,SFDC,AccountManagement_V1_0.createAccount,5,833,10788,7755
21/06/2019,05:15,THBS,CheckNumber_V1_0.checkNumber,4,1219,19370,12998
21/06/2019,05:15,THBS,Communication_V1_0.notifyCustomer,7,1084,6336,1858
21/06/2019,05:15,THBS,ManagePrepaidCard_V1_0.cardEnquiryMobile,4,1129,1267,1178
21/06/2019,05:15,THBS,ManagePrepaidCard_V1_0.checkSaleStatus,6,1091,1585,1194
21/06/2019,05:15,THBS,ManagePrepaidCard_V1_0.depositToCard,5,936,994,958
21/06/2019,05:15,THBS,ManagePrepaidCard_V1_0.merchantSale,6,794,1044,855
21/06/2019,05:15,THBS,ManagePrepaidCard_V1_0.validateCard,5,1897,7260,3263
21/06/2019,05:15,THBS,ProductOfferingQualification_V1_0_Stubs.checkProductOfferingQualification,7,3677,21484,11474
21/06/2019,05:15,THBS,ProductOfferingQualification_V1_0_Stubs.getProductOfferingQualification,5,4750,26274,13650
21/06/2019,05:15,THBS,WirelineManagement_V1_0.changeContract,8,4344,27630,14276
21/06/2019,05:15,THBS,WirelineManagement_V1_0.changeSubscriber,6,5520,27812,14953
21/06/2019,05:15,THBS,WirelineManagement_V1_0.createMemo,5,408,5844,1971
21/06/2019,05:15,THBS,WirelineManagement_V1_0.lineCapabilities,5,1212,1628,1378
21/06/2019,05:15,THBS,WirelineManagement_V1_0.lineOrderStatus,6,1255,1774,1488
21/06/2019,05:15,THBS,WirelineManagement_V1_0.orderFulfillment,7,5498,21992,14075
21/06/2019,05:15,THBS,WirelineManagement_V1_0.updateSubscriberDetails,5,4333,29072,15970
21/06/2019,05:15,UNKNOWN,CVFDocumentVerification_V1_0.cvfDocumentStatus,4,9711,21382,15990
21/06/2019,05:15,UNKNOWN,ManageAddOn_1_0.addAddOn_2,5,27300,41059,31625
21/06/2019,05:15,UNKNOWN,ManageAddOn_1_0.checkAddOn_1,7,14663,29732,22152
21/06/2019,05:15,UNKNOWN,ManageAddOn_1_0.removeAddOn_2,4,25168,34520,29489
21/06/2019,05:15,UNKNOWN,O2IE_ManageBillDetails_1_0.getAllowanceUsageInfo_1,8,212,11213,2509
21/06/2019,05:15,UNKNOWN,O2IE_ManageBillDetails_1_0.getBillDetails_1,5,1336,2936,2133
21/06/2019,05:15,UNKNOWN,O2IE_ManageBillDetails_1_0.getUnbilledAmount_1,5,48,348,171
21/06/2019,05:15,WorldPay,WorldPayNotification_V1_0.notify,4,25,166,64
21/06/2019,05:15,crm,PaymentManagement_V1_0.getOrderKey,6,750,1195,870
21/06/2019,05:15,crm,PaymentManagement_V1_0.payment,6,1082,1411,1166
21/06/2019,05:15,crm,PaymentManagement_V1_0.refund,6,1081,7963,2367
21/06/2019,05:15,nokia,ManageHandsetDetails_1_0_Stubs.trigger,4,182,2079,1214
21/06/2019,05:15,soaag,ABOXManagement_V1_0.changeStatus,4,1216,22236,7422
21/06/2019,05:15,soaag,AmountCharging_1_0.chargeAmount,6,285,1866,692
21/06/2019,05:15,soaag,AmountCharging_1_0.refundAmount,3,205,470,341
21/06/2019,05:15,soaag,BalanceManagement_1_0.balanceTopUp,7,986,2323,1451
21/06/2019,05:15,soaag,BillPaymentManagement_V1_0.billPayment,12,2706,11286,5865
21/06/2019,05:15,soaag,CreditVettingFraud_V1_0.cvfEligibityCheck,6,693,2227,1225
21/06/2019,05:15,soaag,CreditVettingFraud_V1_0.cvfEligibityStatus,7,3378,21466,13098
21/06/2019,05:15,soaag,CreditVettingFraud_V1_0.updateCreditDetails,8,1454,6439,2420
21/06/2019,05:15,soaag,CustomerCreation_V1_0.createAccount,5,986,5613,1959
21/06/2019,05:15,soaag,IDMManagement_V1_0.getContacts,7,25775,35660,32228
21/06/2019,05:15,soaag,IDMManagement_V1_0.login,6,733,10505,4891
21/06/2019,05:15,soaag,ManageTopUp_1_0.getCurrentBalance_1,6,623,5178,1496
21/06/2019,05:15,soaag,ManageTopUp_1_0.getTopUpHistory_1,5,859,5774,2846
21/06/2019,05:15,soaag,ManageTopUp_1_0.topUpBillContract_1,1,2051,2051,2051
21/06/2019,05:15,soaag,ManageTopUp_1_0.topUp_2,4,1063,4048,2051
21/06/2019,05:15,soaag,ManageUpgrade_1_0.getUpgradeEligibility,7,3176,21192,9998
21/06/2019,05:15,soaag,PaymentManagement_V1_0.getTokenizedCard,5,1487,14618,8314
21/06/2019,05:15,soaag,PaymentManagement_V1_0.validateBankAccount,3,969,2282,1497
21/06/2019,05:15,soaag,ReserveAmountCharging_1_0.chargeReservation,10,465,1938,1031
21/06/2019,05:15,soaag,ReserveAmountCharging_1_0.releaseReservation,6,321,1859,741
21/06/2019,05:15,soaag,ReserveAmountCharging_1_0.reserveAmount,3,479,602,527
21/06/2019,05:15,thbs,AccountManagement_V1_0.getAccount,5,9242,17342,12731
21/06/2019,05:15,thbs,AccountManagement_V1_0.getContacts,6,1144,9339,5148
21/06/2019,05:15,thbs,BillingManagement_V1_0.billingAccount,8,625,5616,2410
21/06/2019,05:15,thbs,ContactManagement_V1_0.createContact,5,1873,9042,7004
21/06/2019,05:15,thbs,ContactManagement_V1_0.getContact,8,1264,9701,6868
21/06/2019,05:15,thbs,ContactManagement_V1_0.updateContact,5,1231,8338,5416
21/06/2019,05:15,thbs,CustomerBillManagement_V1_0.customerBill,5,1409,2702,1910
21/06/2019,05:15,thbs,ManageOrderShipment_V1_0.createShipment,4,1079,2926,1636
21/06/2019,05:15,thbs,NumberPortability_V1_0.portIn,4,1724,7607,5567
21/06/2019,05:15,thbs,OrderManagement_V1_0.updateOrderDetails,5,2110,6414,4131
21/06/2019,05:15,thbs,PartyInteractionManagement_V1_0.closeCustomerProblem,7,3599,9530,7835
21/06/2019,05:15,thbs,PartyInteractionManagement_V1_0.createPartyInteraction,7,2713,9779,7059
