Server,Transactions
ieo2wlzsoax01/10.142.4.18/soa_server1,142099
Total,142099

Date,Time,Application,Service,No. of Requests,Min Time(ms),Max Time(ms),Avg Time(ms)
01/07/2019,05:15,THBS,Communication_V1_0.notifyCustomer,3,1141,1153,1147
01/07/2019,05:15,oxygen8,Charge_1_0.directDebit,2,1238,1328,1283
01/07/2019,05:15,test111,BalanceManagement_1_0.balance,1,580,580,580
01/07/2019,05:15,test111,CreditVettingFraud_V1_0.cvfEligibityStatus,3,3288,3394,3345
01/07/2019,05:15,test111,O2IE_ManageCheckPoint_1_0.getCustomerIdentityDetails_1,4,55,107,86
01/07/2019,05:15,thbs,BillingManagement_V1_0.billingAccount,2,691,744,718
01/07/2019,05:15,thbs,OrderManagement_V1_0.updateOrderDetails,4,2123,3179,2906
01/07/2019,05:15,thbs,ProductOrderingManagement_V1_0.getOrder,2,2819,3015,2917
01/07/2019,05:15,thbs,ProductOrderingManagement_V1_0.modifyOrder,2,4601,4966,4784
01/07/2019,05:15,thbs,ProfileAndPermissionsMgmt_V1_0.getPermissions,3,5217,5611,5404
01/07/2019,05:15,thbs,SMSPermissionsMgmt_V1_0.getKeywordPermissions,2,5767,5809,5788
01/07/2019,05:15,thbs,SubscriptionManagement_V1_0.changeStatus,1,1110,1110,1110
01/07/2019,05:15,worldPay,WorldPayNotification_V1_0.notify,2,140,163,152
01/07/2019,05:45,oxygen8,Charge_1_0.directDebit,1,656,656,656
01/07/2019,05:45,thbs,OrderManagement_V1_0.updateOrderDetails,1,3169,3169,3169
01/07/2019,05:45,thbs,ProductOrderingManagement_V1_0.getOrder,1,2738,2738,2738
01/07/2019,05:45,thbs,ProductOrderingManagement_V1_0.modifyOrder,1,4620,4620,4620
01/07/2019,05:45,thbs,ProfileAndPermissionsMgmt_V1_0.getPermissions,1,4750,4750,4750
01/07/2019,06:00,SFDC,AccountManagement_V1_0.createAccount,5,546,650,591
01/07/2019,06:00,THBS,CheckNumber_V1_0.checkNumber,3,765,2633,1858
01/07/2019,06:00,THBS,Communication_V1_0.notifyCustomer,1,1099,1099,1099
01/07/2019,06:00,oxygen8,Charge_1_0.directDebit,2,550,1751,1150
01/07/2019,06:00,soaag,PaymentManagement_V1_0.validateBankAccount,2,622,634,628
01/07/2019,06:00,test111,AmountCharging_1_0.chargeAmount,2,779,791,785
01/07/2019,06:00,test111,BalanceManagement_1_0.balance,5,576,589,580
01/07/2019,06:00,test111,CreditVettingFraud_V1_0.cvfEligibityStatus,3,3175,3229,3197
01/07/2019,06:00,test111,O2IE_ManageCheckPoint_1_0.getCustomerIdentityDetails_1,2,46,57,52
01/07/2019,06:00,thbs,BillingManagement_V1_0.billingAccount,4,641,693,665
01/07/2019,06:00,thbs,OrderManagement_V1_0.updateOrderDetails,1,2133,2133,2133
01/07/2019,06:00,thbs,ProductOrderingManagement_V1_0.getOrder,2,2731,2812,2772
01/07/2019,06:00,thbs,ProductOrderingManagement_V1_0.modifyOrder,4,4562,4646,4598
01/07/2019,06:00,thbs,ProfileAndPermissionsMgmt_V1_0.getPermissions,5,4811,6384,5232
01/07/2019,06:00,thbs,ProfileAndPermissionsMgmt_V1_0.getProfile,3,3376,3508,3459
