Server,Transactions
ieo2wlzsoax01/10.142.4.18/soa_server1,3738
Total,3738

Date,Time,Application,Service,No. of Requests,Min Time(ms),Max Time(ms),Avg Time(ms)
10/07/2019,05:15,sms,SMSPermissionsMgmt_V1_0.getKeywordPermissions,1,5835,5835,5835
10/07/2019,05:15,sms,SMSPermissionsMgmt_V1_0.updateKeywordPermissions,2,4425,7753,6089
10/07/2019,06:00,thbs,WirelineManagement_V1_0.updateSubscriberDetails,2,8153,9047,8600
10/07/2019,07:15,THBS,CheckNumber_V1_0.checkNumber,4,322,17101,5904
10/07/2019,07:15,THBS,Communication_V1_0.notifyCustomer,4,1179,1335,1257
10/07/2019,07:15,test111,BalanceManagement_1_0.balance,4,592,659,624
10/07/2019,07:15,test111,CreditVettingFraud_V1_0.cvfEligibityStatus,3,3276,9740,5432
10/07/2019,07:15,test111,O2IE_ManageCheckPoint_1_0.getCustomerIdentityDetails_1,8,68,155,118
10/07/2019,07:15,thbs,BillingManagement_V1_0.billingAccount,8,712,779,736
10/07/2019,07:15,thbs,CheckTransaction_V1_0.checkTransaction,6,1275,3089,1833
10/07/2019,07:15,thbs,OrderManagement_V1_0.updateOrderDetails,7,2180,13450,5145
10/07/2019,07:15,thbs,ProductOrderingManagement_V1_0.modifyOrder,1,6848,6848,6848
10/07/2019,07:15,thbs,ProfileAndPermissionsMgmt_V1_0.getProfile,2,6182,22377,14280
10/07/2019,07:15,thbs,SMSPermissionsMgmt_V1_0.getKeywordPermissions,2,7676,14574,11125
10/07/2019,07:15,thbs,SubscriptionManagement_V1_0.getSubscription,3,5129,8420,7159
10/07/2019,07:15,worldPay,WorldPayNotification_V1_0.notify,13,1338,2971,1516
10/07/2019,07:30,thbs,PartyInteractionManagement_V1_0.createPartyInteraction,1,781,781,781
10/07/2019,07:45,SMSAPP,ProfileAndPermissionsMgmt_V1_0.getPermissions,2,8250,8277,8264
10/07/2019,07:45,sms,SMSPermissionsMgmt_V1_0.getKeywordPermissions,1,13473,13473,13473
10/07/2019,07:45,thbs,ProfileAndPermissionsMgmt_V1_0.getPermissions,5,2296,13627,7347
10/07/2019,07:45,worldPay,WorldPayNotification_V1_0.notify,1,386458,386458,386458
10/07/2019,08:00,crm,PaymentManagement_V1_0.refund,1,626,626,626
10/07/2019,08:00,thbs,ProfileAndPermissionsMgmt_V1_0.getPermissions,1,7240,7240,7240
10/07/2019,08:15,SMSAPP,ProfileAndPermissionsMgmt_V1_0.getPermissions,1,3743,3743,3743
10/07/2019,08:15,THBS,ProductOfferingQualification_V1_0.getProductOfferingQualification,2,12155,29582,20868
10/07/2019,08:15,thbs,SMSPermissionsMgmt_V1_0.getKeywordPermissions,1,3132,3132,3132
10/07/2019,08:30,soaag,BalanceManagement_1_0.balanceTopUp,1,6243,6243,6243
10/07/2019,08:30,soaag,ManageTopUp_1_0.getTopUpHistory_1,1,684,684,684
10/07/2019,08:30,soaag,ManageTopUp_1_0.topUp_2,1,1097,1097,1097
10/07/2019,08:30,thbs,ProfileAndPermissionsMgmt_V1_0.getPermissions,1,8283,8283,8283
10/07/2019,08:30,thbs,SMSPermissionsMgmt_V1_0.getKeywordPermissions,2,7393,16022,11708
10/07/2019,09:45,SMSAPP,ProfileAndPermissionsMgmt_V1_0.getPermissions,1,14675,14675,14675
10/07/2019,10:00,SFDC,AccountManagement_V1_0.createAccount,9,6886,9507,8077
10/07/2019,10:00,THBS,CheckNumber_V1_0.checkNumber,4,364,13383,8500
10/07/2019,10:00,THBS,Communication_V1_0.notifyCustomer,6,1230,1322,1276
10/07/2019,10:00,UNKNOWN,SubscriptionManagement_V1_0.getSubscription,3,2586,3284,2880
10/07/2019,10:00,soaag,PaymentManagement_V1_0.validateBankAccount,3,627,734,676
