Server,Transactions
ieo2wlzsoax01/10.142.4.18/soa_server1,68753
Total,68753

Date,Time,Application,Service,No. of Requests,Min Time(ms),Max Time(ms),Avg Time(ms)
24/07/2019,05:45,UNKNOWN,ManageAccount_1_0.getAccountDetails_2,2,3935,4783,4359
24/07/2019,06:15,soaag,ReserveAmountCharging_1_0.reserveAmount,1,31115,31115,31115
24/07/2019,06:30,UNKNOWN,ManageAccount_1_0.getAccountDetails_2,3,912,1275,1044
24/07/2019,06:30,test11,Communication_V1_0.notifyCustomer,2,1125,2513,1819
24/07/2019,06:45,test11,Communication_V1_0.notifyCustomer,3,1106,1127,1115
24/07/2019,07:00,THBS,ManagePrepaidCard_V1_0.cardEnquiryMobile,2,2162,2205,2184
24/07/2019,07:00,THBS,ManagePrepaidCard_V1_0.checkSaleStatus,3,1160,2142,1798
24/07/2019,07:00,THBS,ManagePrepaidCard_V1_0.depositToCard,1,2092,2092,2092
24/07/2019,07:00,THBS,ManagePrepaidCard_V1_0.merchantSale,1,819,819,819
24/07/2019,07:00,THBS,ManagePrepaidCard_V1_0.validateCard,2,1999,3880,2940
24/07/2019,07:00,THBS,ProductOfferingQualification_V1_0.getProductOfferingQualification,3,5248,10236,7120
24/07/2019,07:00,UNKNOWN,ManageAccount_1_0.getAccountDetails_2,1,5390,5390,5390
24/07/2019,07:00,UNKNOWN,ManageAddOn_1_0.checkAddOn_1,5,7460,13288,10243
24/07/2019,07:00,UNKNOWN,O2IE_ManageBillDetails_1_0.getBillDetails_1,1,446,446,446
24/07/2019,07:00,UNKNOWN,O2IE_ManageBillDetails_1_0.getUnbilledAmount_1,2,192,200,196
24/07/2019,07:00,crm,PaymentManagement_V1_0.getOrderKey,3,783,2122,1654
24/07/2019,07:00,crm,PaymentManagement_V1_0.payment,3,1097,3056,2066
24/07/2019,07:00,nokia,ManageHandsetDetails_1_0.trigger,1,268,268,268
24/07/2019,07:00,soaag,BillPaymentManagement_V1_0.billPayment,4,383939,384221,384142
24/07/2019,07:00,soaag,CustomerCreation_V1_0.createAccount,1,1031,1031,1031
24/07/2019,07:00,soaag,IDMManagement_V1_0.getContacts,3,6019,7400,6491
24/07/2019,07:00,soaag,IDMManagement_V1_0.login,3,258,319,280
24/07/2019,07:00,soaag,ManageTopUp_1_0.getTopUpHistory_1,3,3294,3911,3520
24/07/2019,07:00,soaag,PaymentManagement_V1_0.validateBankAccount,2,282,430,356
