Server,Transactions
ieo2wlzsoax01/10.142.4.18/soa_server1,84241
Total,84241

Date,Time,Application,Service,No. of Requests,Min Time(ms),Max Time(ms),Avg Time(ms)
29/07/2019,05:15,soaag,AmountCharging_1_0.chargeAmount,1,943,943,943
29/07/2019,05:15,soaag,ReserveAmountCharging_1_0.reserveAmount,194,343,1188,423
29/07/2019,05:30,SFDC,AccountManagement_V1_0.createAccount,5,1417,3305,2446
29/07/2019,05:30,THBS,Communication_V1_0.notifyCustomer,92,1053,6940,1716
29/07/2019,05:30,THBS,ManagePrepaidCard_V1_0.cardEnquiryMobile,9,1127,6228,2019
29/07/2019,05:30,THBS,ManagePrepaidCard_V1_0.checkSaleStatus,3,1133,6404,4466
29/07/2019,05:30,THBS,ManagePrepaidCard_V1_0.depositToCard,5,939,5202,2429
29/07/2019,05:30,THBS,ManagePrepaidCard_V1_0.merchantSale,4,816,8488,3383
29/07/2019,05:30,THBS,ProductOfferingQualification_V1_0.getProductOfferingQualification,12,1109,4676,2822
29/07/2019,05:30,THBS,WirelineManagement_V1_0.changeContract,1,2991,2991,2991
29/07/2019,05:30,THBS,WirelineManagement_V1_0.createMemo,1,1205,1205,1205
29/07/2019,05:30,UNKNOWN,ManageAccount_1_0.getAccountDetails_2,25,653,10063,2826
29/07/2019,05:30,UNKNOWN,ManageAddOn_1_0.checkAddOn_1,4,1323,12280,6818
29/07/2019,05:30,UNKNOWN,O2IE_ManageBillDetails_1_0.getBillDetails_1,2,808,12626,6717
29/07/2019,05:30,UNKNOWN,O2IE_ManageBillDetails_1_0.getUnbilledAmount_1,3,160,4214,2474
29/07/2019,05:30,WorldPay,WorldPayNotification_V1_0.notify,7,120607,129221,123253
29/07/2019,05:30,crm,PaymentManagement_V1_0.getOrderKey,19,763,6173,1269
29/07/2019,05:30,crm,PaymentManagement_V1_0.payment,35,1064,6253,1478
29/07/2019,05:30,nokia,ManageHandsetDetails_1_0.trigger,42,84,7924,1054
29/07/2019,05:30,soaag,BalanceManagement_1_0.balanceTopUp,142,693,13724,1092
29/07/2019,05:30,soaag,BillPaymentManagement_V1_0.billPayment,3,4320,9915,6268
29/07/2019,05:30,soaag,IDMManagement_V1_0.getContacts,49,1488,8199,4066
29/07/2019,05:30,soaag,IDMManagement_V1_0.login,399,121,8607,601
29/07/2019,05:30,soaag,ManageTopUp_1_0.getCurrentBalance_1,85,113,10786,444
29/07/2019,05:30,soaag,ManageTopUp_1_0.getTopUpHistory_1,73,226,8694,907
29/07/2019,05:30,soaag,ManageTopUp_1_0.topUp_2,83,811,17293,1673
29/07/2019,05:30,soaag,ManageUpgrade_1_0.getUpgradeEligibility,13,644,5278,1927
29/07/2019,05:30,soaag,PaymentManagement_V1_0.validateBankAccount,4,266,3463,1295
29/07/2019,05:30,test11,AmountCharging_1_0.chargeAmount,34,460,7102,992
29/07/2019,05:30,test11,CVFDocumentVerification_V1_0.cvfDocumentStatus,26,165,2276,554
29/07/2019,05:30,test11,CheckNumber_V1_0.checkNumber,7,697,7819,3497
