Server,Transactions
ieo2wlzsoax01/10.142.4.18/soa_server1,78777
Total,78777

Date,Time,Application,Service,No. of Requests,Min Time(ms),Max Time(ms),Avg Time(ms)
08/09/2019,06:45,thbs,ProductOfferingQualification_V1_0.getProductOfferingQualification,2,4916,7661,6288
08/09/2019,08:15,UNKNOWN,ManageAccount_1_0.getAccountDetails_2,1,7721,7721,7721
08/09/2019,08:45,THBS,Communication_V1_0.notifyCustomer,4,1197,1297,1258
08/09/2019,08:45,THBS,ManagePrepaidCard_V1_0.cardEnquiryMobile,1,1202,1202,1202
08/09/2019,08:45,THBS,ManagePrepaidCard_V1_0.checkSaleStatus,1,1142,1142,1142
08/09/2019,08:45,THBS,ManagePrepaidCard_V1_0.depositToCard,2,953,974,964
08/09/2019,08:45,THBS,ManagePrepaidCard_V1_0.merchantSale,2,822,832,827
08/09/2019,08:45,THBS,ProductOfferingQualification_V1_0.getProductOfferingQualification,1,3949,3949,3949
08/09/2019,08:45,UNKNOWN,ManageAccount_1_0.getAccountDetails_2,5,1118,1590,1282
08/09/2019,08:45,WorldPay,WorldPayNotification_V1_0.notify,7,317,20242,6125
08/09/2019,08:45,crm,PaymentManagement_V1_0.getOrderKey,5,797,857,825
08/09/2019,08:45,crm,PaymentManagement_V1_0.payment,10,1098,1164,1133
08/09/2019,08:45,nokia,ManageHandsetDetails_1_0.trigger,16,126,463,253
08/09/2019,08:45,soaag,BalanceManagement_1_0.balanceTopUp,59,744,5002,1288
08/09/2019,08:45,soaag,IDMManagement_V1_0.getContacts,14,1107,3960,1917
08/09/2019,08:45,soaag,IDMManagement_V1_0.login,93,163,4154,411
08/09/2019,08:45,soaag,ManageTopUp_1_0.getCurrentBalance_1,25,152,3244,568
08/09/2019,08:45,soaag,ManageTopUp_1_0.getTopUpHistory_1,26,275,2217,627
08/09/2019,08:45,soaag,ManageTopUp_1_0.topUp_2,22,950,2391,1353
08/09/2019,08:45,soaag,ManageUpgrade_1_0.getUpgradeEligibility,2,2630,2643,2636
08/09/2019,08:45,test11,CheckNumber_V1_0.checkNumber,4,1556,4636,2372
08/09/2019,08:45,test11,Communication_V1_0.notifyCustomer,39,1079,1589,1204
08/09/2019,08:45,test11,CreditVettingFraud_V1_0.cvfEligibityCheck,11,903,1085,987
08/09/2019,08:45,test11,PartyInteractionManagement_V1_0.createPartyInteraction,8,522,4338,2729
