Server,Transactions
ieo2wlzsoax01/10.142.4.18/soa_server1,142472
Total,142472

Date,Time,Application,Service,No. of Requests,Min Time(ms),Max Time(ms),Avg Time(ms)
12/09/2019,21:30,THBS,Communication_V1_0.notifyCustomer,95,1086,2068,1128
12/09/2019,21:30,THBS,ManagePrepaidCard_V1_0.cardEnquiryMobile,36,1095,1158,1108
12/09/2019,21:30,THBS,ManagePrepaidCard_V1_0.checkSaleStatus,15,1064,2011,1151
12/09/2019,21:30,THBS,ManagePrepaidCard_V1_0.depositToCard,18,912,1006,931
12/09/2019,21:30,THBS,ManagePrepaidCard_V1_0.merchantSale,12,777,809,793
12/09/2019,21:30,THBS,ManagePrepaidCard_V1_0.validateCard,15,1877,1906,1896
12/09/2019,21:30,THBS,ProductOfferingQualification_V1_0.getProductOfferingQualification,28,348,4595,1651
12/09/2019,21:30,THBS,WirelineManagement_V1_0.changeContract,3,1293,2604,1796
12/09/2019,21:30,THBS,WirelineManagement_V1_0.createMemo,3,129,240,184
12/09/2019,21:30,UNKNOWN,ManageAccount_1_0.getAccountDetails_2,82,676,6837,1269
12/09/2019,21:30,UNKNOWN,ManageAddOn_1_0.checkAddOn_1,6,573,996,851
12/09/2019,21:30,UNKNOWN,O2IE_ManageBillDetails_1_0.getAllowanceUsageInfo_1,8,154,267,207
12/09/2019,21:30,UNKNOWN,O2IE_ManageBillDetails_1_0.getBillDetails_1,7,260,762,427
12/09/2019,21:30,UNKNOWN,O2IE_ManageBillDetails_1_0.getUnbilledAmount_1,4,58,148,102
12/09/2019,21:30,WorldPay,WorldPayNotification_V1_0.notify,62,176,265,205
12/09/2019,21:30,crm,PaymentManagement_V1_0.getOrderKey,69,751,775,757
12/09/2019,21:30,crm,PaymentManagement_V1_0.payment,148,1064,2502,1091
12/09/2019,21:30,crm,PaymentManagement_V1_0.refund,13,101,270,154
12/09/2019,21:30,nokia,ManageHandsetDetails_1_0.trigger,142,52,5966,166
12/09/2019,21:30,soaag,BalanceManagement_1_0.balanceTopUp,628,682,2382,732
12/09/2019,21:30,soaag,BillPaymentManagement_V1_0.billPayment,8,253,1383,787
12/09/2019,21:30,soaag,CustomerCreation_V1_0.createAccount,4,981,1011,994
12/09/2019,21:30,soaag,IDMManagement_V1_0.getContacts,133,728,2703,894
12/09/2019,21:30,soaag,IDMManagement_V1_0.login,1062,127,5874,188
12/09/2019,21:30,soaag,ManageTopUp_1_0.getCurrentBalance_1,305,107,685,128
12/09/2019,21:30,soaag,ManageTopUp_1_0.getTopUpHistory_1,305,189,1738,292
12/09/2019,21:30,soaag,ManageTopUp_1_0.topUpBillContract_1,1,1563,1563,1563
12/09/2019,21:30,soaag,ManageTopUp_1_0.topUp_2,304,801,6876,894
12/09/2019,21:30,soaag,ManageUpgrade_1_0.acceptUpgrade,14,51,132,75
12/09/2019,21:30,soaag,ManageUpgrade_1_0.getUpgradeEligibility,33,599,1254,899
12/09/2019,21:30,soaag,PaymentManagement_V1_0.getTokenizedCard,5,369,541,460
12/09/2019,21:30,soaag,PaymentManagement_V1_0.validateBankAccount,10,85,143,114
12/09/2019,21:30,test11,CheckNumber_V1_0.checkNumber,32,254,680,310
12/09/2019,21:30,test11,Communication_V1_0.notifyCustomer,393,1044,2524,1090
12/09/2019,21:30,test11,CreditVettingFraud_V1_0.cvfEligibityCheck,112,853,1805,899
12/09/2019,21:30,test11,CreditVettingFraud_V1_0.updateCreditDetails,13,174,339,237
