Server,Transactions
ieo2wlzsoax01/10.142.4.18/soa_server1,91828
Total,91828

Date,Time,Application,Service,No. of Requests,Min Time(ms),Max Time(ms),Avg Time(ms)
19/08/2019,05:00,THBS,ManagePrepaidCard_V1_0.cardEnquiryMobile,15,1142,2080,1297
19/08/2019,05:00,THBS,ManagePrepaidCard_V1_0.checkSaleStatus,7,1127,3714,2440
19/08/2019,05:00,THBS,ManagePrepaidCard_V1_0.depositToCard,8,952,1059,981
19/08/2019,05:00,THBS,ManagePrepaidCard_V1_0.merchantSale,7,812,908,832
19/08/2019,05:00,THBS,ManagePrepaidCard_V1_0.validateCard,9,1922,2621,2073
19/08/2019,05:00,THBS,ProductOfferingQualification_V1_0.getProductOfferingQualification,9,1056,14887,6164
19/08/2019,05:00,THBS,WirelineManagement_V1_0.changeContract,2,4286,4913,4600
19/08/2019,05:00,THBS,WirelineManagement_V1_0.changeSubscriber,1,5296,5296,5296
19/08/2019,05:00,THBS,WirelineManagement_V1_0.createMemo,3,443,732,594
19/08/2019,05:00,UNKNOWN,ManageAccount_1_0.getAccountDetails_2,82,626,22811,3061
19/08/2019,05:00,UNKNOWN,ManageAddOn_1_0.checkAddOn_1,3,3662,7137,5345
19/08/2019,05:00,UNKNOWN,ManageAddOn_1_0.removeAddOn_2,1,6529,6529,6529
19/08/2019,05:00,UNKNOWN,O2IE_ManageBillDetails_1_0.getBillDetails_1,4,261,4800,1574
19/08/2019,05:00,UNKNOWN,O2IE_ManageBillDetails_1_0.getUnbilledAmount_1,2,679,999,839
19/08/2019,05:00,WorldPay,WorldPayNotification_V1_0.notify,29,207,11435,1795
19/08/2019,05:00,crm,PaymentManagement_V1_0.getOrderKey,30,751,803,775
19/08/2019,05:00,crm,PaymentManagement_V1_0.payment,60,1055,1214,1090
19/08/2019,05:00,nokia,ManageHandsetDetails_1_0.trigger,63,122,9656,909
19/08/2019,05:00,soaag,BillPaymentManagement_V1_0.billPayment,5,1012,2546,2208
19/08/2019,05:00,soaag,CustomerCreation_V1_0.createAccount,2,1026,1028,1027
19/08/2019,05:00,soaag,IDMManagement_V1_0.getContacts,28,1001,38267,7884
19/08/2019,05:00,soaag,IDMManagement_V1_0.login,530,145,30207,1428
19/08/2019,05:00,soaag,ManageUpgrade_1_0.getUpgradeEligibility,5,2356,375874,127021
19/08/2019,05:00,soaag,PaymentManagement_V1_0.getTokenizedCard,3,1582,5658,3329
19/08/2019,05:00,thbs,BillingManagement_V1_0.billingAccount,3,200,415,290
19/08/2019,05:00,thbs,ContactManagement_V1_0.createContact,29,808,18615,3587
19/08/2019,05:00,thbs,ContactManagement_V1_0.updateContact,7,572,9715,2877
19/08/2019,05:00,thbs,CustomerBillManagement_V1_0.customerBill,3,547,991,811
19/08/2019,05:00,thbs,GeographicSiteManagement_V1_0.geographicSite,1,8275,8275,8275
19/08/2019,05:00,thbs,ManageOrderShipment_V1_0.createShipment,7,1087,2647,1544
19/08/2019,05:00,thbs,ProductOfferingQualification_V1_0.getProductOfferingQualification,6,1562,6095,4022
19/08/2019,05:00,thbs,SubscriptionManagement_V1_0.changeStatus,1,2441,2441,2441
19/08/2019,05:00,thbs,SubscriptionManagement_V1_0.getContact,597,166,29841,1322
19/08/2019,05:15,THBS,Communication_V1_0.notifyCustomer,51,1085,2461,1315
19/08/2019,05:15,soaag,PaymentManagement_V1_0.validateBankAccount,2,947,1420,1184
19/08/2019,05:15,soaag,ReserveAmountCharging_1_0.reserveAmount,7,622,5334,2927
19/08/2019,05:15,test11,AmountCharging_1_0.chargeAmount,69,416,4745,672
19/08/2019,05:15,test11,AmountCharging_1_0.refundAmount,4,446,5773,3063
19/08/2019,05:15,test11,CVFDocumentVerification_V1_0.cvfDocumentStatus,41,146,4777,1089
19/08/2019,05:15,test11,CheckNumber_V1_0.checkNumber,11,938,6915,3306
19/08/2019,05:15,test11,Communication_V1_0.notifyCustomer,125,1045,1809,1133
19/08/2019,05:15,test11,CreditVettingFraud_V1_0.cvfEligibityCheck,48,868,1451,942
19/08/2019,05:15,test11,PartyInteractionManagement_V1_0.getPartyInteraction,6,1178,6230,3118
19/08/2019,05:15,test11,PaymentManagement_V1_0.refund,6,197,4177,1043
19/08/2019,05:15,test11,ProductOrderingManagement_V1_0.getOrder,22,1387,31693,9686
19/08/2019,05:15,test11,SubscriptionManagement_V1_0.getSubscription,37,567,28859,7003
19/08/2019,05:15,thbs,AccountManagement_V1_0.getContacts,16,740,26236,6160
19/08/2019,05:15,thbs,PartyInteractionManagement_V1_0.getPartyInteraction,77,274,9923,1885
19/08/2019,05:15,thbs,ProductOfferingQualification_V1_0.getProductOfferingQualification,7,1239,17161,6488
19/08/2019,05:15,thbs,ProductOrderingManagement_V1_0.createOrder,4,208,3676,1485
19/08/2019,05:15,thbs,ProfileAndPermissionsMgmt_V1_0.getPermissions,720,482,23353,3202
19/08/2019,05:15,thbs,ProfileAndPermissionsMgmt_V1_0.getProfile,53,1080,21949,7419
19/08/2019,05:15,thbs,SMSPermissionsMgmt_V1_0.getKeywordPermissions,5,1831,6056,2987
19/08/2019,05:15,thbs,SMSPermissionsMgmt_V1_0.updateKeywordPermissions,4,2404,2931,2614
19/08/2019,05:30,THBS,Communication_V1_0.notifyCustomer,53,1086,1917,1243
19/08/2019,05:30,soaag,PaymentManagement_V1_0.validateBankAccount,5,257,917,484
19/08/2019,05:30,soaag,ReserveAmountCharging_1_0.reserveAmount,5,507,597,542
19/08/2019,05:30,test11,AmountCharging_1_0.chargeAmount,9,419,644,515
19/08/2019,05:30,test11,AmountCharging_1_0.refundAmount,2,484,550,517
19/08/2019,05:30,test11,CVFDocumentVerification_V1_0.cvfDocumentStatus,49,116,4988,970
19/08/2019,05:30,test11,CheckNumber_V1_0.checkNumber,14,275,6823,2845
19/08/2019,05:30,test11,Communication_V1_0.notifyCustomer,161,1045,4919,1153
19/08/2019,05:30,test11,CreditVettingFraud_V1_0.cvfEligibityCheck,70,859,1073,911
19/08/2019,05:30,test11,PartyInteractionManagement_V1_0.getPartyInteraction,18,322,7819,2249
19/08/2019,05:30,test11,PaymentManagement_V1_0.refund,16,132,1046,398
19/08/2019,05:30,test11,ProductOfferingQualification_V1_0.checkProductOfferingQualification,2,1000,1183,1092
19/08/2019,05:30,test11,ProductOrderingManagement_V1_0.getOrder,21,1404,15194,6592
19/08/2019,05:30,test11,SubscriptionManagement_V1_0.getSubscription,53,479,25361,4072
19/08/2019,05:30,thbs,AccountManagement_V1_0.getContacts,30,417,16022,2568
19/08/2019,05:30,thbs,PartyInteractionManagement_V1_0.getPartyInteraction,115,269,12839,1371
19/08/2019,05:30,thbs,ProductOfferingQualification_V1_0.getProductOfferingQualification,13,775,22604,4946
19/08/2019,05:30,thbs,ProductOrderingManagement_V1_0.createOrder,15,171,2624,643
19/08/2019,05:30,thbs,ProductOrderingManagement_V1_0.modifyOrder,4,338,5215,1932
19/08/2019,05:30,thbs,ProfileAndPermissionsMgmt_V1_0.getPermissions,1435,471,27279,1783
19/08/2019,05:30,thbs,ProfileAndPermissionsMgmt_V1_0.getProfile,77,1018,23044,4607
19/08/2019,05:30,thbs,SMSPermissionsMgmt_V1_0.getKeywordPermissions,7,1393,9101,3579
19/08/2019,05:30,thbs,SMSPermissionsMgmt_V1_0.updateKeywordPermissions,16,1322,19156,5412
19/08/2019,07:00,thbs,ProductOfferingQualification_V1_0.getProductOfferingQualification,1,5023,5023,5023
19/08/2019,07:45,thbs,ProductOfferingQualification_V1_0.getProductOfferingQualification,2,2875,3070,2972
19/08/2019,08:00,thbs,SubscriptionManagement_V1_0.getSubscription,1,1167,1167,1167
19/08/2019,08:30,THBS,Communication_V1_0.notifyCustomer,46,1090,1201,1130
19/08/2019,08:30,THBS,ManagePrepaidCard_V1_0.cardEnquiryMobile,14,1094,1207,1164
19/08/2019,08:30,THBS,ManagePrepaidCard_V1_0.checkSaleStatus,3,1124,1157,1146
19/08/2019,08:30,THBS,ManagePrepaidCard_V1_0.depositToCard,6,948,995,964
19/08/2019,08:30,THBS,ManagePrepaidCard_V1_0.merchantSale,5,817,835,824
19/08/2019,08:30,THBS,ManagePrepaidCard_V1_0.validateCard,5,1946,2645,2093
19/08/2019,08:30,THBS,ProductOfferingQualification_V1_0.getProductOfferingQualification,11,1353,3671,1929
19/08/2019,08:30,THBS,WirelineManagement_V1_0.changeContract,1,3278,3278,3278
19/08/2019,08:30,THBS,WirelineManagement_V1_0.createMemo,2,285,640,462
19/08/2019,08:30,UNKNOWN,ManageAccount_1_0.getAccountDetails_2,66,620,6148,1542
19/08/2019,08:30,UNKNOWN,ManageAddOn_1_0.checkAddOn_1,1,1593,1593,1593
19/08/2019,08:30,UNKNOWN,O2IE_ManageBillDetails_1_0.getBillDetails_1,1,303,303,303
19/08/2019,08:30,UNKNOWN,O2IE_ManageBillDetails_1_0.getUnbilledAmount_1,1,397,397,397
19/08/2019,08:30,WorldPay,WorldPayNotification_V1_0.notify,24,191,3150,615
19/08/2019,08:30,crm,PaymentManagement_V1_0.getOrderKey,30,743,817,771
19/08/2019,08:30,crm,PaymentManagement_V1_0.payment,57,1058,1192,1094
19/08/2019,08:30,nokia,ManageHandsetDetails_1_0.trigger,60,130,4045,558
19/08/2019,08:30,soaag,BillPaymentManagement_V1_0.billPayment,3,907,1794,1390
19/08/2019,08:30,soaag,CustomerCreation_V1_0.createAccount,2,992,1022,1007
19/08/2019,08:30,soaag,IDMManagement_V1_0.getContacts,55,744,6776,2557
19/08/2019,08:30,soaag,IDMManagement_V1_0.login,759,129,5059,657
19/08/2019,08:30,soaag,ManageTopUp_1_0.getCurrentBalance_1,154,112,4009,296
19/08/2019,08:30,soaag,ManageTopUp_1_0.getTopUpHistory_1,138,209,3561,422
19/08/2019,08:30,soaag,ManageTopUp_1_0.topUpBillContract_1,1,2482,2482,2482
19/08/2019,08:30,soaag,ManageUpgrade_1_0.getUpgradeEligibility,8,882,1215,1104
19/08/2019,08:30,soaag,PaymentManagement_V1_0.getTokenizedCard,1,3447,3447,3447
19/08/2019,08:30,soaag,PaymentManagement_V1_0.validateBankAccount,3,231,315,279
19/08/2019,08:30,test11,CheckNumber_V1_0.checkNumber,9,311,1880,858
19/08/2019,08:30,test11,Communication_V1_0.notifyCustomer,139,1046,1321,1095
19/08/2019,08:30,test11,CreditVettingFraud_V1_0.cvfEligibityCheck,52,859,1005,914
19/08/2019,08:30,test11,CreditVettingFraud_V1_0.updateCreditDetails,5,374,2712,1253
19/08/2019,08:30,test11,PartyInteractionManagement_V1_0.createPartyInteraction,32,332,3486,1152
19/08/2019,08:30,test11,PartyInteractionManagement_V1_0.getPartyInteraction,6,577,2363,1321
19/08/2019,08:30,test11,PaymentManagement_V1_0.refund,5,138,425,255
19/08/2019,08:30,test11,ProductOfferingQualification_V1_0.checkProductOfferingQualification,4,567,1313,912
