Server,Transactions
ieo2wlzsoax01/10.142.4.18/soa_server1,8077
Total,8077

Date,Time,Application,Service,No. of Requests,Min Time(ms),Max Time(ms),Avg Time(ms)
18/07/2019,04:30,soaag,AmountCharging_1_0.chargeAmount,1,1981,1981,1981
18/07/2019,04:45,soaag,ReserveAmountCharging_1_0.reserveAmount,384,640,175855,72166
18/07/2019,04:45,thbs,ProductOrderingManagement_V1_0.modifyOrder,1,14090,14090,14090
18/07/2019,05:00,soaag,AmountCharging_1_0.chargeAmount,1,786,786,786
18/07/2019,05:15,UNKNOWN,CVFDocumentVerification_V1_0.cvfDocumentStatus,13,3235,4500,3486
18/07/2019,05:15,soaag,AmountCharging_1_0.chargeAmount,10,719,820,761
18/07/2019,05:15,soaag,ReserveAmountCharging_1_0.reserveAmount,200,630,5546,686
18/07/2019,05:30,UNKNOWN,CVFDocumentVerification_V1_0.cvfDocumentStatus,91,3216,5037,3321
18/07/2019,05:30,soaag,AmountCharging_1_0.chargeAmount,85,702,866,745
18/07/2019,05:30,soaag,ReserveAmountCharging_1_0.chargeReservation,10,393,822,464
18/07/2019,05:30,soaag,ReserveAmountCharging_1_0.releaseReservation,13,295,486,327
18/07/2019,05:30,soaag,ReserveAmountCharging_1_0.reserveAmount,11,648,837,683
18/07/2019,05:45,soaag,ReserveAmountCharging_1_0.reserveAmount,195,637,1727,681
18/07/2019,06:00,UNKNOWN,CVFDocumentVerification_V1_0.cvfDocumentStatus,75,3215,3859,3294
18/07/2019,06:00,soaag,AmountCharging_1_0.chargeAmount,1,747,747,747
18/07/2019,06:00,soaag,ReserveAmountCharging_1_0.chargeReservation,7,380,589,438
18/07/2019,06:00,soaag,ReserveAmountCharging_1_0.releaseReservation,10,306,374,323
18/07/2019,06:00,soaag,ReserveAmountCharging_1_0.reserveAmount,7,643,751,685
18/07/2019,06:00,thbs,NumberPortability_V1_0.portIn,1,1577,1577,1577
18/07/2019,06:15,UNKNOWN,CVFDocumentVerification_V1_0.cvfDocumentStatus,166,3214,6542,3371
18/07/2019,06:15,soaag,AmountCharging_1_0.chargeAmount,134,694,5519,892
18/07/2019,06:15,soaag,AmountCharging_1_0.refundAmount,1,774,774,774
18/07/2019,06:15,soaag,ReserveAmountCharging_1_0.chargeReservation,21,357,558,456
18/07/2019,06:15,soaag,ReserveAmountCharging_1_0.releaseReservation,19,275,427,345
18/07/2019,06:15,soaag,ReserveAmountCharging_1_0.reserveAmount,192,635,5487,955
18/07/2019,06:30,UNKNOWN,CVFDocumentVerification_V1_0.cvfDocumentStatus,168,3201,6427,3260
18/07/2019,06:30,soaag,AmountCharging_1_0.chargeAmount,159,700,3177,814
18/07/2019,06:30,soaag,AmountCharging_1_0.refundAmount,2,410,546,478
18/07/2019,06:30,soaag,ReserveAmountCharging_1_0.chargeReservation,18,371,500,419
18/07/2019,06:30,soaag,ReserveAmountCharging_1_0.releaseReservation,20,293,490,344
18/07/2019,06:30,soaag,ReserveAmountCharging_1_0.reserveAmount,196,639,1089,693
18/07/2019,06:45,UNKNOWN,CVFDocumentVerification_V1_0.cvfDocumentStatus,158,3196,5369,3264
18/07/2019,06:45,soaag,AmountCharging_1_0.chargeAmount,156,701,5823,810
