Server,Transactions
ieo2wlzsoax02/10.142.4.19/soa_server2,86218
Total,86218

Date,Time,Application,Service,No. of Requests,Min Time(ms),Max Time(ms),Avg Time(ms)
24/07/2019,05:45,UNKNOWN,ManageAccount_1_0.getAccountDetails_2,3,3931,5454,4444
24/07/2019,06:30,UNKNOWN,ManageAccount_1_0.getAccountDetails_2,2,1075,1588,1332
24/07/2019,06:30,test11,Communication_V1_0.notifyCustomer,3,1135,1597,1295
24/07/2019,06:45,test11,Communication_V1_0.notifyCustomer,2,1126,1145,1136
24/07/2019,07:00,THBS,ManagePrepaidCard_V1_0.cardEnquiryMobile,3,1164,1183,1176
24/07/2019,07:00,THBS,ManagePrepaidCard_V1_0.checkSaleStatus,2,1105,1120,1112
24/07/2019,07:00,THBS,ManagePrepaidCard_V1_0.depositToCard,4,940,977,964
24/07/2019,07:00,THBS,ManagePrepaidCard_V1_0.merchantSale,4,822,855,838
24/07/2019,07:00,THBS,ManagePrepaidCard_V1_0.validateCard,3,1985,3154,2743
24/07/2019,07:00,UNKNOWN,ManageAccount_1_0.getAccountDetails_2,2,936,3158,2047
24/07/2019,07:00,UNKNOWN,O2IE_ManageBillDetails_1_0.getBillDetails_1,2,300,334,317
24/07/2019,07:00,UNKNOWN,O2IE_ManageBillDetails_1_0.getUnbilledAmount_1,1,161,161,161
24/07/2019,07:00,crm,PaymentManagement_V1_0.getOrderKey,2,770,801,786
24/07/2019,07:00,crm,PaymentManagement_V1_0.payment,2,1092,1111,1102
24/07/2019,07:00,nokia,ManageHandsetDetails_1_0.trigger,4,204,780,352
24/07/2019,07:00,soaag,BillPaymentManagement_V1_0.billPayment,1,384355,384355,384355
24/07/2019,07:00,soaag,CustomerCreation_V1_0.createAccount,4,1022,1049,1040
24/07/2019,07:00,soaag,IDMManagement_V1_0.getContacts,2,7276,7284,7280
24/07/2019,07:00,soaag,IDMManagement_V1_0.login,2,370,382,376
24/07/2019,07:00,soaag,ManageTopUp_1_0.getTopUpHistory_1,2,6315,6342,6328
24/07/2019,07:00,soaag,PaymentManagement_V1_0.validateBankAccount,3,226,587,367
24/07/2019,07:00,test11,AccountManagement_V1_0.getAccount,2,1834,5661,3748
24/07/2019,07:00,test11,AccountManagement_V1_0.getContacts,4,599,1631,925
24/07/2019,07:00,test11,CheckNumber_V1_0.checkNumber,3,599,7235,3740
24/07/2019,07:00,test11,Communication_V1_0.notifyCustomer,2,1168,1216,1192
24/07/2019,07:00,test11,ContactManagement_V1_0.getContact,2,693,2614,1654
24/07/2019,07:00,test11,CreditVettingFraud_V1_0.cvfEligibityCheck,4,706,739,729
24/07/2019,07:00,test11,CreditVettingFraud_V1_0.updateCreditDetails,1,744,744,744
24/07/2019,07:00,test11,ProductOfferingQualification_V1_0.getProductOfferingQualification,3,2947,6212,4438
24/07/2019,07:00,test11,ProductOrderingManagement_V1_0.createOrder,2,184,199,192
24/07/2019,07:00,test11,ProfileAndPermissionsMgmt_V1_0.getProfile,4,1381,7361,4990
24/07/2019,07:00,test11,SMSPermissionsMgmt_V1_0.getKeywordPermissions,3,3561,7691,5447
24/07/2019,07:00,test11,SMSPermissionsMgmt_V1_0.updateKeywordPermissions,4,4170,10889,7087
24/07/2019,07:00,test11,SubscriptionManagement_V1_0.getAccount,2,4067,9092,6580
24/07/2019,07:00,test11,SubscriptionManagement_V1_0.getSubscription,1,719,719,719
24/07/2019,07:00,thbs,ContactManagement_V1_0.createContact,1,6495,6495,6495
24/07/2019,07:00,thbs,ContactManagement_V1_0.updateContact,2,778,1692,1235
24/07/2019,07:00,thbs,CustomerBillManagement_V1_0.customerBill,2,141,326,234
24/07/2019,07:00,thbs,ManageOrderShipment_V1_0.createShipment,3,1095,1111,1103
24/07/2019,07:00,thbs,ProfileAndPermissionsMgmt_V1_0.getPermissions,5,1177,4480,3008
24/07/2019,07:00,thbs,SubscriptionManagement_V1_0.getContact,3,2219,6819,4367
24/07/2019,07:15,THBS,CheckNumber_V1_0.checkNumber,20,1305,6845,4007
24/07/2019,07:30,soaag,ReserveAmountCharging_1_0.reserveAmount,1,27640,27640,27640
24/07/2019,08:30,soaag,CreditVettingFraud_V1_0.updateCreditDetails,152,165,2210,367
24/07/2019,08:30,thbs,ProfileAndPermissionsMgmt_V1_0.getProfile,1,9719,9719,9719
24/07/2019,08:45,soaag,ManageUpgrade_1_0.getUpgradeEligibility,50,776,4776,1902
24/07/2019,10:00,thbs,BillingManagement_V1_0.billingAccount,19,1671,10816,5002
24/07/2019,10:00,thbs,UsageConsumption_V1_0.usageConsumptionReport,91,1697,13487,8044
24/07/2019,10:15,THBS,ManagePrepaidCard_V1_0.cardEnquiryMobile,6,1164,1999,1403
24/07/2019,10:15,THBS,ManagePrepaidCard_V1_0.depositToCard,3,943,992,975
24/07/2019,10:15,THBS,ManagePrepaidCard_V1_0.merchantSale,2,821,844,832
24/07/2019,10:15,THBS,ManagePrepaidCard_V1_0.validateCard,2,1986,2011,1998
24/07/2019,10:15,THBS,ProductOfferingQualification_V1_0.getProductOfferingQualification,1,3678,3678,3678
24/07/2019,10:15,UNKNOWN,ManageAccount_1_0.getAccountDetails_2,12,865,4931,2178
24/07/2019,10:15,UNKNOWN,ManageAddOn_1_0.checkAddOn_1,1,3265,3265,3265
24/07/2019,10:15,UNKNOWN,O2IE_ManageBillDetails_1_0.getBillDetails_1,2,2105,2131,2118
24/07/2019,10:15,UNKNOWN,O2IE_ManageBillDetails_1_0.getUnbilledAmount_1,1,224,224,224
24/07/2019,10:15,crm,PaymentManagement_V1_0.getOrderKey,15,766,1140,825
24/07/2019,10:15,crm,PaymentManagement_V1_0.payment,23,1072,1266,1122
24/07/2019,10:15,nokia,ManageHandsetDetails_1_0.trigger,17,186,6800,1259
24/07/2019,10:15,soaag,IDMManagement_V1_0.getContacts,29,1877,8107,5051
24/07/2019,10:15,soaag,IDMManagement_V1_0.login,177,145,19618,566
24/07/2019,10:15,soaag,ManageTopUp_1_0.getTopUpHistory_1,38,265,12339,1177
24/07/2019,10:15,soaag,PaymentManagement_V1_0.validateBankAccount,1,314,314,314
24/07/2019,10:15,test11,AccountManagement_V1_0.getAccount,19,1163,5182,2600
24/07/2019,10:15,test11,AccountManagement_V1_0.getContacts,12,495,2373,1206
24/07/2019,10:15,test11,AmountCharging_1_0.refundAmount,2,2198,2540,2369
24/07/2019,10:15,test11,CheckNumber_V1_0.checkNumber,3,319,2448,1359
24/07/2019,10:15,test11,Communication_V1_0.notifyCustomer,45,1105,2094,1277
24/07/2019,10:15,test11,ContactManagement_V1_0.getContact,43,348,5944,1274
24/07/2019,10:15,test11,CreditVettingFraud_V1_0.cvfEligibityCheck,12,698,1474,898
24/07/2019,10:15,test11,ProductOfferingQualification_V1_0.checkProductOfferingQualification,2,2605,5682,4144
24/07/2019,10:15,test11,ProductOfferingQualification_V1_0.getProductOfferingQualification,3,3904,7222,5059
24/07/2019,10:15,test11,ProductOrderingManagement_V1_0.createOrder,2,240,242,241
24/07/2019,10:15,test11,ProfileAndPermissionsMgmt_V1_0.getProfile,46,996,5906,2394
24/07/2019,10:15,test11,SMSPermissionsMgmt_V1_0.getKeywordPermissions,2,5446,6517,5982
24/07/2019,10:15,test11,SubscriptionManagement_V1_0.getAccount,11,1305,6220,3520
24/07/2019,10:15,test11,SubscriptionManagement_V1_0.getSubscription,14,544,1448,854
24/07/2019,10:15,thbs,ContactManagement_V1_0.createContact,12,252,2164,738
24/07/2019,10:15,thbs,CustomerBillManagement_V1_0.customerBill,2,131,522,326
24/07/2019,10:15,thbs,ManageOrderShipment_V1_0.createShipment,2,1090,1098,1094
24/07/2019,10:15,thbs,ProfileAndPermissionsMgmt_V1_0.getPermissions,105,815,10689,3335
24/07/2019,10:15,thbs,SubscriptionManagement_V1_0.getContact,173,401,19909,1803
24/07/2019,10:30,THBS,ManagePrepaidCard_V1_0.cardEnquiryMobile,18,1096,1545,1226
24/07/2019,10:30,THBS,ManagePrepaidCard_V1_0.checkSaleStatus,6,1120,1139,1128
24/07/2019,10:30,THBS,ManagePrepaidCard_V1_0.depositToCard,6,938,978,956
24/07/2019,10:30,THBS,ManagePrepaidCard_V1_0.merchantSale,7,810,1229,886
24/07/2019,10:30,THBS,ManagePrepaidCard_V1_0.validateCard,8,1904,2181,1981
24/07/2019,10:30,THBS,ProductOfferingQualification_V1_0.getProductOfferingQualification,13,2898,8961,6207
24/07/2019,10:30,UNKNOWN,ManageAccount_1_0.getAccountDetails_2,42,647,6082,1873
24/07/2019,10:30,UNKNOWN,ManageAddOn_1_0.checkAddOn_1,6,2539,6985,4262
24/07/2019,10:30,UNKNOWN,O2IE_ManageBillDetails_1_0.getBillDetails_1,2,268,551,410
